address;adm_district;city_district;lattitude;longitude
город Москва, Дмитровское шоссе, дом 45, корпус 1;Северный;Тимирязевский;55.834269;37.570249
город Москва, Дмитровское шоссе, дом 46, корпус 1;Северный;Тимирязевский;55.843919;37.569962
город Москва, Дмитровское шоссе, дом 47;Северный;Тимирязевский;55.835164;37.571543
город Москва, Дмитровское шоссе, дом 48, корпус 1;Северный;Тимирязевский;55.844819;37.570555
город Москва, Дмитровское шоссе, дом 64, корпус 3;Северный;Бескудниковский;55.856679;37.562551
город Москва, Дмитровское шоссе, дом 89, корпус 4;Северный;Бескудниковский;55.870061;37.543758
город Москва, Дмитровское шоссе, дом 95, корпус 1;Северный;Бескудниковский;55.871688;37.54604
город Москва, Днепропетровская улица, дом 3, корпус 1;Южный;Чертаново Центральное;55.6216808;37.6045474
город Москва, улица Коровий Вал, дом 7, строение 1;Центральный;Якиманка;55.7287098;37.6170465
город Москва, улица Доватора, дом 11, корпус 1;Центральный;Хамовники;55.7231215;37.5675049
город Москва, улица Доватора, дом 13;Центральный;Хамовники;55.7226095;37.567282
город Москва, улица Докукина, дом 5, корпус 1;Северо-восточный;Ростокино;55.8379237;37.6535864
город Москва, Домодедовская улица, дом 24, корпус 4;Южный;Орехово-Борисово Южное;55.6073122;37.7082992
город Москва, Большая Дорогомиловская улица, дом 11;Западный;Дорогомилово;55.745856;37.5533841
город Москва, Дубнинская улица, дом 4, корпус 1;Северный;Восточное Дегунино;55.8585609;37.568752
город Москва, Дубнинская улица, дом 10, корпус 1;Северный;Восточное Дегунино;55.8624263;37.5677327
город Москва, Дубнинская улица, дом 30, корпус 1;Северный;Восточное Дегунино;55.8806242;37.558586
город Москва, Дубосековская улица, дом 7;Северный;Сокол;55.8112146;37.4978136
город Москва, Дубосековская улица, дом 9;Северный;Сокол;55.8119512;37.4983906
город Москва, Дубосековская улица, дом 13;Северный;Сокол;55.8125106;37.4977539
город Москва, 1-я Дубровская улица, дом 6;Юго-восточный;Южнопортовый;55.7268578;37.6693323
город Москва, 1-я Дубровская улица, дом 13;Юго-восточный;Южнопортовый;55.7235222;37.6729893
город Москва, улица Дудинка, дом 1;Северо-восточный;Ярославский;55.861197;37.6889707
город Москва, улица Дурова, дом 3/13;Центральный;Мещанский;55.7809775;37.620519
город Москва, улица Дыбенко, дом 44;Северный;Ховрино;55.8780301;37.4835795
город Москва, Енисейская улица, дом 11;Северо-восточный;Бабушкинский;55.8653362;37.6614848
город Москва, Енисейская улица, дом 19;Северо-восточный;Бабушкинский;55.8687252;37.6624736
город Москва, улица Генерала Ермолова, дом 4;Западный;Дорогомилово;55.7348289;37.5181511
город Москва, Большой Каретный переулок, дом 6;Центральный;Тверской;55.7704887;37.6164007
город Москва, улица Жебрунова, дом 4;Восточный;Сокольники;55.7849583;37.6783808
город Москва, бульвар Матроса Железняка, дом 7/20;Северный;Коптево;55.8274699;37.5244903
город Москва, улица Бориса Жигулёнкова, дом 15;Восточный;Соколиная Гора;55.7734976;37.733055
город Москва, Житная улица, дом 10;Центральный;Якиманка;55.7303792;37.6189134
город Москва, проспект Маршала Жукова, дом 17;Северо-западный;Хорошево-Мневники;55.7752704;37.4928722
город Москва, проспект Маршала Жукова, дом 19, корпус 1;Северо-западный;Хорошево-Мневники;55.7752677;37.4898281
город Москва, проспект Маршала Жукова, дом 35, корпус 1;Северо-западный;Хорошево-Мневники;55.7749688;37.4739736
город Москва, улица Жуковского, дом 5;Центральный;Басманный;55.7638295;37.6453519
город Москва, Заревый проезд, дом 12;Северо-восточный;Северное Медведково;55.8864755;37.6568096
город Москва, Заревый проезд, дом 12;Северо-восточный;Северное Медведково;55.8864755;37.6568096
город Москва, Заревый проезд, дом 14/12;Северо-восточный;Северное Медведково;55.887347;37.6561556
город Москва, улица Зацепский Вал, дом 6/13, строение 1;Центральный;Замоскворечье;55.732947;37.6393833
город Москва, Зеленодольская улица, дом 33, корпус 3;Юго-восточный;Кузьминки;55.7076844;37.771267
город Москва, Зелёный проспект, дом 6, корпус 2;Восточный;Перово;55.7480409;37.7748961
город Москва, 1-я Владимирская улица, дом 37/15;Восточный;Перово;55.7504678;37.7798606
город Москва, 1-я Владимирская улица, дом 37/15;Восточный;Перово;55.7504678;37.7798606
город Москва, Зелёный проспект, дом 62А;Восточный;Новогиреево;55.7508295;37.8204135
город Москва, Зелёный проспект, дом 74;Восточный;Новогиреево;55.7495027;37.8286972
город Москва, Зубовский бульвар, дом 16-20, строение 1;Центральный;Хамовники;55.7384473;37.588546
город Москва, Зубовский бульвар, дом 25;Центральный;Хамовники;55.7365523;37.5900364
город Москва, Зубовский бульвар, дом 25;Центральный;Хамовники;55.7365523;37.5900364
город Москва, улица Ибрагимова, дом 5А;Восточный;Соколиная Гора;55.7800524;37.7306748
город Москва, Измайловский бульвар, дом 47;Восточный;Измайлово;55.7973446;37.7998499
город Москва, Измайловский бульвар, дом 47;Восточный;Измайлово;55.7973446;37.7998499
город Москва, Измайловский бульвар, дом 75;Восточный;Восточное Измайлово;55.7971762;37.8218356
город Москва, Изумрудная улица, дом 13, корпус 1;Северо-восточный;Лосиноостровский;55.8726544;37.6833111
город Москва, улица Исаковского, дом 2, корпус 1;Северо-западный;Строгино;55.8191021;37.396837
город Москва, улица Исаковского, дом 31;Северо-западный;Строгино;55.8063025;37.4179942
город Москва, улица Исаковского, дом 33, корпус 3;Северо-западный;Строгино;55.8049714;37.4206522
город Москва, 2-я Кабельная улица, дом 10;Юго-восточный;Лефортово;55.7483988;37.7173828
город Москва, Кавказский бульвар, дом 16, корпус 2;Южный;Царицыно;55.6334331;37.6653997
город Москва, улица Казакова, дом 8А;Центральный;Басманный;55.7625511;37.6609881
город Москва, улица Казакова, дом 10/2, строение 1;Центральный;Басманный;55.7621186;37.6628188
город Москва, улица Новый Арбат, дом 22;Центральный;Арбат;55.753193;37.5890477
город Москва, улица Новый Арбат, дом 22;Центральный;Арбат;55.753193;37.5890477
город Москва, улица Новый Арбат, дом 22;Центральный;Арбат;55.753193;37.5890477
город Москва, Долгоруковская улица, дом 5;Центральный;Тверской;55.7731779;37.6036369
город Москва, Долгоруковская улица, дом 39/6;Центральный;Тверской;55.7785649;37.600651
город Москва, Долгоруковская улица, дом 39/6;Центральный;Тверской;55.7785649;37.600651
город Москва, улица Большие Каменщики, дом 21/8;Центральный;Таганский;55.7355965;37.6572538
город Москва, Пролетарский проспект, дом 14/49, корпус 1;Южный;Царицыно;55.6365563;37.6546402
город Москва, Кантемировская улица, дом 17, корпус 1;Южный;Царицыно;55.6366983;37.6710845
город Москва, 2-й квартал Капотня, дом 1;Юго-восточный;Капотня;55.6390975;37.7969934
город Москва, Старая Басманная улица, дом 5, строение 1;Центральный;Басманный;55.7645028;37.6568729
город Москва, Старая Басманная улица, дом 9, корпус 1;Центральный;Басманный;55.7649537;37.6577534
город Москва, Кастанаевская улица, дом 11;Западный;Филевский парк;55.7385854;37.4934806
город Москва, Кастанаевская улица, дом 54;Западный;Фили-Давыдково;55.7340945;37.4686359
город Москва, улица Каховка, дом 8, корпус 1;Юго-западный;Зюзино;55.6539842;37.5835051
город Москва, улица Каховка, дом 12, корпус 2;Юго-западный;Зюзино;55.6559299;37.5789699
город Москва, Малая Никитская улица, дом 2/1, строение 1;Центральный;Пресненский;55.7578957;37.5973546
город Москва, Малая Никитская улица, дом 2/1, строение 1;Центральный;Пресненский;55.7578957;37.5973546
город Москва, Малая Никитская улица, дом 10;Центральный;Пресненский;55.7581676;37.59479
город Москва, Малая Никитская улица, дом 16/5;Центральный;Пресненский;55.7587667;37.5914185
город Москва, Каширское шоссе, дом 5, корпус 1;Южный;Нагатино-Садовники;55.6712284;37.6291436
город Москва, Каширское шоссе, дом 13, корпус 1;Южный;Нагатино-Садовники;55.6666186;37.6301302
город Москва, Каширское шоссе, дом 46, корпус 1;Южный;Москворечье-Сабурово;55.647944;37.6647058
город Москва, Каширское шоссе, дом 56, корпус 2;Южный;Москворечье-Сабурово;55.6446754;37.6699944
город Москва, Каширское шоссе, дом 60, корпус 2;Южный;Москворечье-Сабурово;55.6441756;37.6715051
город Москва, Керченская улица, дом 1, корпус 1;Юго-западный;Зюзино;55.6519851;37.5805344
город Москва, Керченская улица, дом 1А, корпус 3;Юго-западный;Зюзино;55.654741;37.584047
город Москва, улица Кибальчича, дом 2, корпус 1;Северо-восточный;Алексеевский;55.8158768;37.6442332
город Москва, Киевская улица, дом 20;Западный;Дорогомилово;55.7386937;37.5462152
город Москва, Киевская улица, дом 20;Западный;Дорогомилово;55.7386937;37.5462152
город Москва, Мясницкая улица, дом 15;Центральный;Красносельский;55.7631057;37.6349303
город Москва, Мясницкая улица, дом 22, строение 1;Центральный;Басманный;55.7619716;37.6345454
город Москва, Мясницкая улица, дом 22, строение 1;Центральный;Басманный;55.7619716;37.6345454
город Москва, Мясницкая улица, дом 24/7, строение 1;Центральный;Басманный;55.7624858;37.6356423
город Москва, Мясницкая улица, дом 24/7, строение 1;Центральный;Басманный;55.7624858;37.6356423
город Москва, Мясницкая улица, дом 24/7, строение 1;Центральный;Басманный;55.7624858;37.6356423
город Москва, Мясницкая улица, дом 24/7, строение 1;Центральный;Басманный;55.7624858;37.6356423
город Москва, Мясницкая улица, дом 24/7, строение 1;Центральный;Басманный;55.7624858;37.6356423
город Москва, Мясницкая улица, дом 24/7, строение 2;Центральный;Басманный;55.7634379;37.6360688
город Москва, Мясницкая улица, дом 24/7, строение 2;Центральный;Басманный;55.7634379;37.6360688
город Москва, Мясницкая улица, дом 30/1/2, строение 1;Центральный;Басманный;55.7653539;37.6386196
город Москва, Мясницкая улица, дом 30/1/2, строение 1;Центральный;Басманный;55.7653539;37.6386196
город Москва, Мясницкая улица, дом 30/1/2, строение 2;Центральный;Басманный;55.765225;37.638719
город Москва, Мясницкая улица, дом 40А;Центральный;Басманный;55.7664919;37.6406134
город Москва, Кировоградская улица, дом 11;Южный;Чертаново Центральное;55.6159715;37.6078626
город Москва, Кировоградская улица, дом 11;Южный;Чертаново Центральное;55.6159715;37.6078626
город Москва, Кировоградская улица, дом 25, корпус 1;Южный;Чертаново Южное;55.5975895;37.5979831
город Москва, Рождественский бульвар, дом 10/7, строение 1;Центральный;Мещанский;55.7662289;37.6258819
город Москва, Кожевническая улица, дом 5;Центральный;Замоскворечье;55.7301272;37.643906
город Москва, 5-я Кожуховская улица, дом 10, корпус 1;Южный;Даниловский;55.7049484;37.6671902
город Москва, Малый Козихинский переулок, дом 10, строение 1;Центральный;Пресненский;55.7643535;37.5963048
город Москва, Большой Козловский переулок, дом 3/2;Центральный;Басманный;55.7677222;37.6467532
город Москва, 2-й Колобовский переулок, дом 12;Центральный;Тверской;55.7693599;37.6164755
город Москва, Коломенская улица, дом 5;Южный;Нагатинский Затон;55.6833849;37.7045449
город Москва, Большая Сухаревская площадь, дом 16/18, строение 1;Центральный;Красносельский;55.7717259;37.637517
город Москва, Большая Сухаревская площадь, дом 16/18, строение 2;Центральный;Красносельский;55.7715749;37.638226
город Москва, Малая Сухаревская площадь, дом 8;Центральный;Мещанский;55.7725967;37.6299861
город Москва, улица Коминтерна, дом 16;Северо-восточный;Бабушкинский;55.8637265;37.6799347
город Москва, Большой Златоустинский переулок, дом 3/5, строение 1;Центральный;Басманный;55.7592442;37.6325554
город Москва, Фрунзенская набережная, дом 12;Центральный;Хамовники;55.7320396;37.5941082
город Москва, Комсомольский проспект, дом 5/2;Центральный;Хамовники;55.7318413;37.59312
город Москва, Комсомольский проспект, дом 5/2;Центральный;Хамовники;55.7318413;37.59312
город Москва, Комсомольский проспект, дом 7, строение 1;Центральный;Хамовники;55.7309561;37.5922359
город Москва, Комсомольский проспект, дом 14/1, корпус 1;Центральный;Хамовники;55.7310615;37.5891435
город Москва, Комсомольский проспект, дом 14/1, корпус 2;Центральный;Хамовники;55.7313466;37.5900238
город Москва, Комсомольский проспект, дом 14/1, корпус 2;Центральный;Хамовники;55.7313466;37.5900238
город Москва, Комсомольский проспект, дом 17;Центральный;Хамовники;55.7295101;37.5871809
город Москва, Комсомольский проспект, дом 21/10;Центральный;Хамовники;55.7278657;37.5848149
город Москва, Комсомольский проспект, дом 21/10;Центральный;Хамовники;55.7278657;37.5848149
город Москва, Комсомольский проспект, дом 21/10;Центральный;Хамовники;55.7278657;37.5848149
город Москва, Комсомольский проспект, дом 21/10;Центральный;Хамовники;55.7278657;37.5848149
город Москва, Комсомольский проспект, дом 29;Центральный;Хамовники;55.7249357;37.5801066
город Москва, Комсомольский проспект, дом 30;Центральный;Хамовники;55.7251397;37.578578
город Москва, 3-я Фрунзенская улица, дом 14/37;Центральный;Хамовники;55.7220867;37.5765976
город Москва, Комсомольский проспект, дом 45;Центральный;Хамовники;55.7200372;37.5739429
город Москва, улица Конёнкова, дом 14;Северо-восточный;Бибирево;55.8937244;37.6135412
город Москва, улица Коновалова, дом 16А;Юго-восточный;Рязанский;55.732132;37.7644442
город Москва, Конюшковская улица, дом 32;Центральный;Пресненский;55.7600465;37.5789415
город Москва, Кооперативная улица, дом 2, корпус 13;Центральный;Хамовники;55.7249333;37.5661766
город Москва, Коптевская улица, дом 22;Северный;Коптево;55.8319092;37.519911
город Москва, улица Корнейчука, дом 37;Северо-восточный;Бибирево;55.896249;37.6339939
город Москва, улица Академика Королёва, дом 3;Северо-восточный;Останкинский;55.8208894;37.6327621
город Москва, улица Академика Королёва, дом 28, корпус 1;Северо-восточный;Марфино;55.8222563;37.5977782
город Москва, улица Павла Корчагина, дом 13;Северо-восточный;Алексеевский;55.8186623;37.6612451
город Москва, Большая Косинская улица, дом 24А;Восточный;Косино-Ухтомский;55.71435;37.855713
город Москва, улица Космонавтов, дом 2;Северо-восточный;Алексеевский;55.8205745;37.6444698
город Москва, улица Космонавтов, дом 2;Северо-восточный;Алексеевский;55.8205745;37.6444698
город Москва, улица Космонавтов, дом 12;Северо-восточный;Алексеевский;55.8208054;37.6528368
город Москва, улица Космонавтов, дом 13;Северо-восточный;Алексеевский;55.8218;37.6589724
город Москва, улица Барклая, дом 15, корпус 1;Западный;Филевский парк;55.745368;37.4948485
город Москва, улица Костякова, дом 6/5;Северный;Тимирязевский;55.8116606;37.5732126
город Москва, улица Косыгина, дом 5;Юго-западный;Гагаринский;55.7070157;37.5727786
город Москва, Кочновский проезд, дом 7, корпус 1;Северный;Аэропорт;55.8085188;37.5445255
город Москва, улица Коштоянца, дом 1/83;Западный;Проспект Вернадского;55.6801513;37.4939836
город Москва, улица Коштоянца, дом 1А;Западный;Проспект Вернадского;55.679146;37.4926146
город Москва, улица Кравченко, дом 8;Юго-западный;Ломоносовский;55.6772767;37.5199788
город Москва, улица Красина, дом 7, строение 1;Центральный;Пресненский;55.7671007;37.5880828
город Москва, улица Красина, дом 21;Центральный;Пресненский;55.7686625;37.5861962
город Москва, улица Красная Пресня, дом 11;Центральный;Пресненский;55.7612819;37.5723117
город Москва, улица Красная Пресня, дом 29;Центральный;Пресненский;55.7623585;37.5640619
город Москва, улица Красная Пресня, дом 29;Центральный;Пресненский;55.7623585;37.5640619
город Москва, улица Красная Пресня, дом 29;Центральный;Пресненский;55.7623585;37.5640619
город Москва, Красноармейская улица, дом 5;Северный;Аэропорт;55.7975291;37.5478066
город Москва, Краснобогатырская улица, дом 21;Восточный;Богородское;55.8122397;37.700496
город Москва, Краснодарская улица, дом 46;Юго-восточный;Люблино;55.6766147;37.7604723
город Москва, Краснодарская улица, дом 51, корпус 2;Юго-восточный;Люблино;55.6773609;37.765311
город Москва, Краснодонская улица, дом 2, корпус 1;Юго-восточный;Люблино;55.6868496;37.7522267
город Москва, Красноказарменная улица, дом 16;Юго-восточный;Лефортово;55.7532615;37.7106844
город Москва, Краснопрудная улица, дом 1;Центральный;Красносельский;55.7769641;37.6594372
город Москва, Краснопрудная улица, дом 3-5, строение 1;Центральный;Красносельский;55.7775516;37.6609749
город Москва, Краснопрудная улица, дом 7-9;Центральный;Красносельский;55.77854;37.662956
город Москва, Краснопрудная улица, дом 22-24;Центральный;Красносельский;55.7786742;37.6652778
город Москва, Краснопрудная улица, дом 22-24;Центральный;Красносельский;55.7786742;37.6652778
город Москва, Краснопрудная улица, дом 22-24;Центральный;Красносельский;55.7786742;37.6652778
город Москва, Краснопрудная улица, дом 26;Центральный;Красносельский;55.7791216;37.6670271
город Москва, Верхняя Красносельская улица, дом 8, корпус 3;Центральный;Красносельский;55.7846645;37.6603013
город Москва, Верхняя Красносельская улица, дом 34;Центральный;Красносельский;55.7800946;37.664818
город Москва, Малая Красносельская улица, дом 14;Центральный;Красносельский;55.7860556;37.6578026
город Москва, Краснохолмская набережная, дом 1/15;Центральный;Таганский;55.7362195;37.6496019
город Москва, Краснохолмская набережная, дом 13, строение 1;Центральный;Таганский;55.7350185;37.6519965
город Москва, улица Красный Казанец, дом 17;Восточный;Вешняки;55.7185528;37.8153234
город Москва, улица Красного Маяка, дом 1, корпус 1;Южный;Чертаново Центральное;55.6108493;37.6006381
город Москва, улица Красного Маяка, дом 2;Южный;Чертаново Центральное;55.6118697;37.6018918
город Москва, улица Кржижановского, дом 1/19;Юго-западный;Академический;55.6837354;37.5603718
город Москва, улица Кржижановского, дом 15, корпус 3;Юго-западный;Академический;55.6797041;37.571996
город Москва, улица Кржижановского, дом 18, корпус 1;Юго-западный;Академический;55.6796414;37.5701118
город Москва, улица Кржижановского, дом 18, корпус 2;Юго-западный;Академический;55.6793007;37.5703357
город Москва, улица Кржижановского, дом 24/35, корпус 3;Юго-западный;Академический;55.6769802;37.5780583
город Москва, улица Кржижановского, дом 24/35, корпус 3;Юго-западный;Академический;55.6769802;37.5780583
город Москва, Кривоколенный переулок, дом 10, строение 2;Центральный;Басманный;55.7613898;37.6351843
город Москва, Кронштадтский бульвар, дом 15, корпус 1;Северный;Головинский;55.8427832;37.4942322
город Москва, Гоголевский бульвар, дом 3;Центральный;Хамовники;55.744814;37.6005634
город Москва, Гоголевский бульвар, дом 3;Центральный;Хамовники;55.744814;37.6005634
город Москва, улица Пречистенка, дом 31/16;Центральный;Хамовники;55.7400409;37.5903321
город Москва, 3-й Крутицкий переулок, дом 13;Юго-восточный;Южнопортовый;55.7304857;37.6635869
город Москва, 1-й Обыденский переулок, дом 9/12;Центральный;Хамовники;55.7429795;37.6021614
город Москва, улица Кулакова, дом 25, корпус 2;Северо-западный;Строгино;55.8023627;37.3948787
город Москва, Кунцевская улица, дом 10;Западный;Кунцево;55.7312319;37.4128892
город Москва, Кусковская улица, дом 1;Восточный;Перово;55.7387182;37.7630694
город Москва, Кусковская улица, дом 47;Восточный;Новогиреево;55.7443272;37.7943444
город Москва, Кутузовский проспект, дом 2/1, корпус 1А;Западный;Дорогомилово;55.7508009;37.5648507
город Москва, Кутузовский проспект, дом 2/1, корпус 1А;Западный;Дорогомилово;55.7508009;37.5648507
город Москва, Кутузовский проспект, дом 2/1, корпус 1А;Западный;Дорогомилово;55.7508009;37.5648507
город Москва, Кутузовский проспект, дом 4/2;Западный;Дорогомилово;55.7507876;37.562173
город Москва, Кутузовский проспект, дом 8;Западный;Дорогомилово;55.7492475;37.5606231
город Москва, Кутузовский проспект, дом 17;Западный;Дорогомилово;55.7468635;37.5568757
город Москва, Кутузовский проспект, дом 21;Западный;Дорогомилово;55.7449169;37.5498113
город Москва, Кутузовский проспект, дом 30;Западный;Дорогомилово;55.7414685;37.53588
город Москва, Кутузовский проспект, дом 30;Западный;Дорогомилово;55.7414685;37.53588
город Москва, Кутузовский проспект, дом 41;Западный;Дорогомилово;55.7387408;37.5311014
город Москва, Ладожская улица, дом 2/37;Центральный;Басманный;55.7711013;37.679948
город Москва, Лазаревский переулок, дом 4;Северо-восточный;Марьина роща;55.7908645;37.6124214
город Москва, Лазаревский переулок, дом 4;Северо-восточный;Марьина роща;55.7908645;37.6124214
город Москва, улица Лапина, дом 3;Юго-восточный;Лефортово;55.7564164;37.7127398
город Москва, Лебедянская улица, дом 28, корпус 1;Южный;Бирюлево Восточное;55.5851023;37.6903983
город Москва, Малый Лёвшинский переулок, дом 14/9, строение 1;Центральный;Хамовники;55.7425514;37.5896236
город Москва, Ленинградский проспект, дом 2;Северный;Беговой;55.7786672;37.5828302
город Москва, Ленинградский проспект, дом 10;Северный;Беговой;55.7796265;37.5799262
город Москва, Ленинградский проспект, дом 11;Северный;Беговой;55.7804733;37.5739292
город Москва, Ленинградский проспект, дом 12;Северный;Беговой;55.780093;37.5787759
город Москва, Ленинградский проспект, дом 12;Северный;Беговой;55.780093;37.5787759
город Москва, Ленинградский проспект, дом 24;Северный;Беговой;55.782516;37.5737054
город Москва, Ленинградский проспект, дом 24;Северный;Беговой;55.782516;37.5737054
город Москва, Ленинградский проспект, дом 33, корпус 3;Северный;Беговой;55.7870893;37.5608168
город Москва, Ленинградский проспект, дом 33, корпус 4;Северный;Беговой;55.7873641;37.5600066
город Москва, Ленинградский проспект, дом 35;Северный;Беговой;55.7904079;37.5533121
город Москва, Ленинградский проспект, дом 48;Северный;Аэропорт;55.7962304;37.5434336
город Москва, Ленинградский проспект, дом 48;Северный;Аэропорт;55.7962304;37.5434336
город Москва, Ленинградский проспект, дом 48;Северный;Аэропорт;55.7962304;37.5434336
город Москва, Ленинградский проспект, дом 56;Северный;Аэропорт;55.7986031;37.5378748
город Москва, Ленинградский проспект, дом 60, корпус 1;Северный;Аэропорт;55.7996037;37.5352763
город Москва, Ленинградский проспект, дом 62;Северный;Аэропорт;55.8009519;37.5334236
город Москва, Ленинградский проспект, дом 62;Северный;Аэропорт;55.8009519;37.5334236
город Москва, Ленинградский проспект, дом 62;Северный;Аэропорт;55.8009519;37.5334236
город Москва, Ленинградский проспект, дом 66;Северный;Аэропорт;55.8026427;37.5260346
город Москва, Ленинградский проспект, дом 66;Северный;Аэропорт;55.8026427;37.5260346
город Москва, Ленинградский проспект, дом 74, корпус 1;Северный;Аэропорт;55.8051653;37.5168689
город Москва, Ленинградский проспект, дом 74, корпус 1;Северный;Аэропорт;55.8051653;37.5168689
город Москва, Ленинградский проспект, дом 74, корпус 1;Северный;Аэропорт;55.8051653;37.5168689
город Москва, Ленинградский проспект, дом 74, корпус 6;Северный;Аэропорт;55.8060218;37.5168234
город Москва, Ленинградский проспект, дом 77, корпус 2;Северный;Сокол;55.8051649;37.5082534
город Москва, Ленинградский проспект, дом 78, корпус 1;Северный;Аэропорт;55.8060974;37.513237
город Москва, Ленинградский проспект, дом 78, корпус 1;Северный;Аэропорт;55.8060974;37.513237
город Москва, Ленинградское шоссе, дом 3, строение 1;Северный;Сокол;55.8092184;37.5049476
город Москва, Ленинградское шоссе, дом 8, корпус 2;Северный;Войковский;55.817092;37.50036
город Москва, Ленинградское шоссе, дом 9, корпус 1;Северный;Войковский;55.816642;37.498617
город Москва, Ленинградское шоссе, дом 44;Северный;Войковский;55.83248;37.487685
город Москва, улица Зацепский Вал, дом 5;Центральный;Замоскворечье;55.7323322;37.6408181
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Павелецкая площадь, дом 1А, строение 1;Центральный;Замоскворечье;55.7296497;37.6394588
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Павелецкая площадь, дом 1;Центральный;Замоскворечье;55.7316564;37.64105
город Москва, Ленинский проспект, дом 2А;Центральный;Якиманка;55.7288401;37.6109856
город Москва, Ленинский проспект, дом 11, строение 1;Центральный;Якиманка;55.7232866;37.6039632
город Москва, Ленинский проспект, дом 13;Центральный;Якиманка;55.7220593;37.6020484
город Москва, Ленинский проспект, дом 28;Южный;Донской;55.713536;37.5884743
город Москва, Ленинский проспект, дом 34/1;Юго-западный;Гагаринский;55.7074088;37.5777455
город Москва, Ленинский проспект, дом 37;Южный;Донской;55.7099431;37.5865337
город Москва, Ленинский проспект, дом 37;Южный;Донской;55.7099431;37.5865337
город Москва, Ленинский проспект, дом 37;Южный;Донской;55.7099431;37.5865337
город Москва, Ленинский проспект, дом 37;Южный;Донской;55.7099431;37.5865337
город Москва, Ленинский проспект, дом 37А;Южный;Донской;55.7085478;37.5867267
город Москва, Ленинский проспект, дом 43;Юго-западный;Гагаринский;55.7047495;37.5762532
город Москва, Ленинский проспект, дом 43;Юго-западный;Гагаринский;55.7047495;37.5762532
город Москва, Ленинский проспект, дом 57;Юго-западный;Гагаринский;55.696527;37.5614965
город Москва, Ленинский проспект, дом 57;Юго-западный;Гагаринский;55.696527;37.5614965
город Москва, Ленинский проспект, дом 61/1;Юго-западный;Гагаринский;55.6949193;37.5584562
город Москва, Ленинский проспект, дом 68/10;Юго-западный;Гагаринский;55.6890613;37.5459114
город Москва, Ленинский проспект, дом 68/10;Юго-западный;Гагаринский;55.6890613;37.5459114
город Москва, Ленинский проспект, дом 68/10;Юго-западный;Гагаринский;55.6890613;37.5459114
город Москва, Ленинский проспект, дом 68/10;Юго-западный;Гагаринский;55.6890613;37.5459114
город Москва, Ленинский проспект, дом 68/10;Юго-западный;Гагаринский;55.6890613;37.5459114
город Москва, Ленинский проспект, дом 82/2;Юго-западный;Ломоносовский;55.6806361;37.5334078
город Москва, Ленинский проспект, дом 87;Юго-западный;Ломоносовский;55.679313;37.5337761
город Москва, Ленинский проспект, дом 91;Юго-западный;Ломоносовский;55.6765512;37.5298462
город Москва, Ленинский проспект, дом 95;Юго-западный;Ломоносовский;55.673891;37.525944
город Москва, Ленинский проспект, дом 99;Юго-западный;Обручевский;55.6685965;37.5186866
город Москва, Ленинский проспект, дом 99;Юго-западный;Обручевский;55.6685965;37.5186866
город Москва, Ленинский проспект, дом 148;Западный;Тропарево-Никулино;55.6550947;37.4930381
город Москва, улица Лескова, дом 3А;Северо-восточный;Бибирево;55.899682;37.5919153
город Москва, улица Лескова, дом 5;Северо-восточный;Бибирево;55.8986342;37.5937906
город Москва, улица Лескова, дом 6;Северо-восточный;Бибирево;55.8976142;37.5931192
город Москва, Лесная улица, дом 10-16;Центральный;Тверской;55.7787154;37.5894314
город Москва, Лесная улица, дом 20, строение 1;Центральный;Тверской;55.780441;37.5920971
город Москва, Лесная улица, дом 20, строение 1;Центральный;Тверской;55.780441;37.5920971
город Москва, Лесная улица, дом 45;Центральный;Тверской;55.7809793;37.5916857
город Москва, улица Лестева, дом 21/61, корпус 1;Южный;Даниловский;55.7144025;37.6078556
город Москва, Лиственничная аллея, дом 2Б;Северный;Тимирязевский;55.831844;37.55591
город Москва, Лиственничная аллея, дом 2А;Северный;Тимирязевский;55.832054;37.554813
город Москва, Лиственничная аллея, дом 2А;Северный;Тимирязевский;55.832054;37.554813
город Москва, Лиственничная аллея, дом 12, строение 2;Северный;Тимирязевский;55.8349262;37.5658597
город Москва, 3-й Нижнелихоборский проезд, дом 15/27;Северный;Тимирязевский;55.8470861;37.5723705
город Москва, Ломоносовский проспект, дом 3, корпус 1;Юго-западный;Гагаринский;55.6848555;37.5489316
город Москва, Ломоносовский проспект, дом 7, корпус 1;Юго-западный;Гагаринский;55.6865415;37.5466763
город Москва, Ломоносовский проспект, дом 31, корпус 5;Западный;Раменки;55.7075098;37.5073013
город Москва, Лосиноостровская улица, дом 2, строение 1;Восточный;Богородское;55.8248873;37.6964298
город Москва, улица Малая Лубянка, дом 16;Центральный;Красносельский;55.7641488;37.6316392
город Москва, Лужнецкий проезд, дом 1;Центральный;Хамовники;55.7254057;37.5603702
